source_path,title,domain_or_collection,document_type,current_classification,proposed_disposition,proposed_archive_path,reason,superseded_by,canonical_replacement,historical_value,referenced_by_canonical_docs,incoming_repo_links_count,link_break_risk,special_handling,confidence
docs/qa_evidence/storefront_design_engine/phase5/task7_discovery_report.md,task7_discovery_report.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/task7_discovery_report.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/task7_implementation_report.md,task7_implementation_report.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/task7_implementation_report.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/task8_implementation_report.md,task8_implementation_report.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/task8_implementation_report.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/architecture_duplication_audit.txt,architecture_duplication_audit.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/architecture_duplication_audit.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/diff_check.txt,diff_check.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/diff_check.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/django_check.txt,django_check.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/django_check.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/green_focused.txt,green_focused.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/green_focused.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/green_pricing.txt,green_pricing.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/green_pricing.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/migration_check.txt,migration_check.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/migration_check.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/red_near_threshold.txt,red_near_threshold.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/red_near_threshold.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/red_nonpositive_threshold.txt,red_nonpositive_threshold.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/red_nonpositive_threshold.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/red_pricing.txt,red_pricing.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/red_pricing.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/regression_preexisting_note.txt,regression_preexisting_note.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/regression_preexisting_note.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/regression.txt,regression.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/regression.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/w1_implementation_report.md,w1_implementation_report.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w1_free_shipping_goal/w1_implementation_report.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/00_source_inventory.md,00_source_inventory.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/00_source_inventory.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/01_red_summary.txt,01_red_summary.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/01_red_summary.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/02_green_focused.txt,02_green_focused.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/02_green_focused.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/03_targeted_regression.txt,03_targeted_regression.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/03_targeted_regression.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/04_full_storefront_builder_suite.txt,04_full_storefront_builder_suite.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/04_full_storefront_builder_suite.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/05_preexisting_failures_repro.md,05_preexisting_failures_repro.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/05_preexisting_failures_repro.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/06_repo_gates.txt,06_repo_gates.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/06_repo_gates.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/07_browser_qa_report.md,07_browser_qa_report.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/07_browser_qa_report.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/08_theme_catalog_po_review.md,08_theme_catalog_po_review.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/08_theme_catalog_po_review.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/09_architecture_duplication_audit.md,09_architecture_duplication_audit.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/09_architecture_duplication_audit.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/10_browser_qa_matrix_raw.txt,10_browser_qa_matrix_raw.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/10_browser_qa_matrix_raw.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/11_repair_red_green.md,11_repair_red_green.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/11_repair_red_green.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/12_task6_historical_guard.txt,12_task6_historical_guard.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/12_task6_historical_guard.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/13_candidate_preview_regression.txt,13_candidate_preview_regression.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/13_candidate_preview_regression.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/14_base_312_failures.txt,14_base_312_failures.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/14_base_312_failures.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/15_w2_312_failures.txt,15_w2_312_failures.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/15_w2_312_failures.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/16_base_full_suite.txt,16_base_full_suite.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/16_base_full_suite.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/17_w2_full_suite_raw.txt,17_w2_full_suite_raw.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/17_w2_full_suite_raw.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/18_base_full_suite_raw.txt,18_base_full_suite_raw.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/18_base_full_suite_raw.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/19_failure_reason_comparison.md,19_failure_reason_comparison.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/19_failure_reason_comparison.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/w2_implementation_report.md,w2_implementation_report.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w2_theme_overlay/w2_implementation_report.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/00_branch_sha.txt,00_branch_sha.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/00_branch_sha.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/00_source_inventory.md,00_source_inventory.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/00_source_inventory.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/01_red_design_lab.txt,01_red_design_lab.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/01_red_design_lab.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/02_green_focused.txt,02_green_focused.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/02_green_focused.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/03_write_time_reconciliation.txt,03_write_time_reconciliation.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/03_write_time_reconciliation.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/04b_candidate_preview_no_write.txt,04b_candidate_preview_no_write.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/04b_candidate_preview_no_write.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/04_transient_no_write_proof.txt,04_transient_no_write_proof.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/04_transient_no_write_proof.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/05_stale_tenant_history_atomic_apply.txt,05_stale_tenant_history_atomic_apply.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/05_stale_tenant_history_atomic_apply.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/06b_w1_cart_pricing.txt,06b_w1_cart_pricing.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/06b_w1_cart_pricing.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/06_regression.txt,06_regression.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/06_regression.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/07b_base_e28b563_full_suite.txt,07b_base_e28b563_full_suite.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/07b_base_e28b563_full_suite.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/07c_full_suite_base_comparison.md,07c_full_suite_base_comparison.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/07c_full_suite_base_comparison.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/07_full_storefront_builder_suite.txt,07_full_storefront_builder_suite.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/07_full_storefront_builder_suite.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/08_browser_qa_report.md,08_browser_qa_report.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/08_browser_qa_report.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/09_architecture_duplication_audit.md,09_architecture_duplication_audit.md,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/09_architecture_duplication_audit.md,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/10_repo_gates.txt,10_repo_gates.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/10_repo_gates.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/11_red_roundtrip_repair.txt,11_red_roundtrip_repair.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/11_red_roundtrip_repair.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/12_green_roundtrip_repair.txt,12_green_roundtrip_repair.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/12_green_roundtrip_repair.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/13_regression_after_repair.txt,13_regression_after_repair.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/13_regression_after_repair.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/14_red_final_repair.txt,14_red_final_repair.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/14_red_final_repair.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/15_green_final_repair.txt,15_green_final_repair.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/15_green_final_repair.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/16_final_targeted_regression_619.txt,16_final_targeted_regression_619.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/16_final_targeted_regression_619.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/17_final_w2_theme_regression.txt,17_final_w2_theme_regression.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/17_final_w2_theme_regression.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/18_final_w1_cart_pricing_regression.txt,18_final_w1_cart_pricing_regression.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/18_final_w1_cart_pricing_regression.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/19b_final_base_e28b563_full_suite.txt,19b_final_base_e28b563_full_suite.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/19b_final_base_e28b563_full_suite.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
docs/qa_evidence/storefront_design_engine/phase5/w3_design_lab/19_final_full_storefront_builder_suite.txt,19_final_full_storefront_builder_suite.txt,storefront_presentation,QA_EVIDENCE,QA_EVIDENCE,ARCHIVE_CANDIDATE,docs/archive/qa_evidence/storefront_design_engine/phase5/w3_design_lab/19_final_full_storefront_builder_suite.txt,Phase-4 archive group C_audits_qa; historical/superseded report/audit/reference with no canonical dependency,,,MEDIUM,0,0,LOW,C_audits_qa,MEDIUM
